id;name;japaneseTitle;romaji;coverUrl;platforms;genre;japanExclusive;releaseDate;developer;publisher;difficulty;textComplexity;description;reason
775;WWF Royal Rumble;WWFロイヤルランブル;WWF Roiyaru Ranburu;placeholder_url;Super Nintendo;Wrestling;False;23-07-1993;Sculptured Software;LJN;playable;simple;Wrestling game;Action-focused gameplay with minimal text needed.
776;Whirlo;サンドラの大冒険;Xandra no Daibōken;placeholder_url;Super Nintendo;Platform;True;23-07-1992;Nova Games;Namco;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
777;Fire Pro Joshi: All Star Dream Slam;ファイヤープロ女子;Faiyā Puro Joshi;placeholder_url;Super Nintendo;Wrestling;True;22-07-1994;Human Entertainment;Human Entertainment;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
778;Goof Troop;グーフィーと マックス;Gūfī to Makkusu;placeholder_url;Super Nintendo;Action;False;22-07-1994;Capcom;Capcom;playable;simple;Action puzzle;Visual-based gameplay with minimal text needed.
779;Pieces;ジグソーパーティー;Jigusō Pātī;placeholder_url;Super Nintendo;Puzzle;False;22-07-1994;Prism Kikaku;Atlus;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
780;Pro Mahjong Kiwame II;プロ麻雀極II;Puro Mājan Kiwame II;placeholder_url;Super Nintendo;Board Game;True;22-07-1994;Unknown;Athena;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
781;Super Bonk;超原人;Chō Genjin;placeholder_url;Super Nintendo;Platform;False;22-07-1994;A.I. Company;Hudson Soft;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
782;Zero4 Champ RR;零四チャンプRR;Zero Yon Chanpu RR;placeholder_url;Super Nintendo;Racing;True;22-07-1994;Media Rings;Media Rings;caution;simple;Racing game;Menu navigation in Japanese but racing is visual.
783;Big Ichigeki! Pachi-Slot Daikouryaku 2;ビッグ一撃! パチスロ大攻略2;Biggu Ichigeki! Pachi-Surotto Daikōryaku 2;placeholder_url;Super Nintendo;Simulation;True;21-07-1995;Syscom;Ask Koudansha;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
784;Castlevania: Dracula X;悪魔城ドラキュラXX;Akumajō Dorakyura XX;placeholder_url;Super Nintendo;Action;False;21-07-1995;Konami;Konami;playable;simple;Action platformer;Action-focused gameplay with minimal text needed.
785;DunQuest: Majin Fuuin no Densetsu;ダンクエスト 魔神封印の伝説;Dankuesuto: Majin Fūin no Densetsu;placeholder_url;Super Nintendo;RPG;True;21-07-1995;Technōs Japan;Technōs Japan;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
786;Go Go Ackman 2;GO!GO!アックマン2;Go Go Akkuman 2;placeholder_url;Super Nintendo;Action;True;21-07-1995;Aspect;Banpresto;playable;simple;Action game;Action-focused gameplay with minimal text needed.
787;Ranma ½: Ougi Jaanken;らんま1/2 奥義じゃんけん;Ranma ½: Ougi Janken;placeholder_url;Super Nintendo;Fighting;True;21-07-1995;Atelier Double;Shogakukan;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
788;Shougi Saikyou;将棋最強;Shōgi Saikyō;placeholder_url;Super Nintendo;Board Game;True;21-07-1995;Unknown;Magical Company;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
789;Super V.G.;スーパーV.G.;Sūpā V.G.;placeholder_url;Super Nintendo;Fighting;True;21-07-1995;TGL;TGL;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
790;Take Yutaka G1 Memory;武豊G1メモリー;Take Yutaka G1 Memorī;placeholder_url;Super Nintendo;Simulation;True;21-07-1995;Gaps;Naxat Soft;not-recommended;complex;Horse racing simulation;Complex mechanics requiring Japanese knowledge.
791;Battle Dodge Ball;バトルドッジボール;Batoru Dojjibōru;placeholder_url;Super Nintendo;Sports;True;20-07-1991;Banpresto;Banpresto;playable;simple;Sports game;Action-focused gameplay with minimal text needed.
792;First Samurai;ファーストサムライ;Fāsuto Samurai;placeholder_url;Super Nintendo;Action;False;02-07-1993;Kemco;Kemco;playable;simple;Action game;Action-focused gameplay with minimal text needed.
793;Nolan Ryan's Baseball;スーパースタジアム;Sūpā Sutajiamu;placeholder_url;Super Nintendo;Sports;False;02-07-1991;Romstar;Romstar;playable;simple;Baseball game;Sports gameplay with minimal text needed.
794;Jikkyou Powerful Pro Yakyuu '96 Kaimaku Han;実況パワフルプロ野球'96開幕版;Jikkyō Pawafuru Puro Yakyū '96 Kaimaku Han;placeholder_url;Super Nintendo;Sports;True;19-07-1996;Diamond Head;Konami;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
795;Star Ocean;スターオーシャン;Sutā Ōshan;placeholder_url;Super Nintendo;RPG;True;19-07-1996;tri-Ace;Enix;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
796;Super Trump Collection 2;スーパートランプコレクション2;Sūpā Toranpu Korekushon 2;placeholder_url;Super Nintendo;Cards;True;19-07-1996;Unknown;Bottom Up;playable;simple;Card game;Visual-based gameplay with minimal text needed.
797;Umi no Nushi Tsuri;海の主釣り;Umi no Nushi Tsuri;placeholder_url;Super Nintendo;Sports;True;19-07-1996;Unknown;Pack-In-Video;caution;simple;Fishing game;Menu navigation in Japanese but gameplay is visual.
798;Final Fantasy IV;ファイナルファンタジーIV;Fainaru Fantajī Fō;placeholder_url;Super Nintendo;RPG;False;19-07-1991;Square;Square;caution;complex;RPG adventure;English release available but complex systems.
799;The Legend of the Mystical Ninja;がんばれゴエモン ゆき姫救出絵巻;Ganbare Goemon: Yukihime Kyūshutsu Emaki;placeholder_url;Super Nintendo;Action;False;19-07-1991;Konami;Konami;playable;simple;Action adventure;Action-focused gameplay with minimal text needed.
800;Captain Tsubasa 3: Koutei no Chousen;キャプテン翼3 皇帝の挑戦;Kyaputen Tsubasa 3: Kōtei no Chōsen;placeholder_url;Super Nintendo;Sports;True;17-07-1992;Tecmo;Tecmo;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
801;DinoCity;ダイノウォーズ 恐竜王国への大冒険;Daino Wōzu: Kyōryū Ōkoku e no Daibōken;placeholder_url;Super Nintendo;Platform;False;17-07-1992;Irem;Irem;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
802;Hook;フック;Fukku;placeholder_url;Super Nintendo;Action;False;17-07-1992;Ukiyotei;Sony Imagesoft;playable;simple;Action game;Action-focused gameplay with minimal text needed.
803;Pachinko Wars;パチンコウォーズ;Pachinko Wōzu;placeholder_url;Super Nintendo;Simulation;True;17-07-1992;OeRSTED;Coconuts Japan;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
804;Death Brade;デスブレイド;Desu Bureido;placeholder_url;Super Nintendo;Fighting;True;16-07-1993;I'MAX;I'MAX;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
805;Lock On;スーパーエアダイバー;Sūpā Ea Daibā;placeholder_url;Super Nintendo;Flight;False;16-07-1993;Copya Systems;Vic Tokai;playable;simple;Flight combat;Action-focused gameplay with minimal text needed.
806;Mōryō Senki MADARA 2;魍魎戦記マダラ2;Mōryō Senki Madara 2;placeholder_url;Super Nintendo;RPG;True;16-07-1993;Konami;Konami;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
807;Sanrio World Smash Ball!;サンリオワールド スマッシュボール!;Sanrio Wārudo Sumasshu Bōru!;placeholder_url;Super Nintendo;Sports;True;16-07-1993;ApeTomcat;Character Soft;playable;simple;Sports game;Action-focused gameplay with minimal text needed.
808;Striker;ワールドサッカー;Wārudo Sakkā;placeholder_url;Super Nintendo;Sports;False;16-07-1993;Rage Software;Atlus;playable;simple;Soccer game;Sports gameplay with minimal text needed.
809;Super Slam Dunk;マジックジョンソンのスーパースラムダンク;Majikku Jonson no Sūpā Suramu Danku;placeholder_url;Super Nintendo;Sports;False;16-07-1993;Virgin Interactive;Virgin Interactive;playable;simple;Basketball game;Sports gameplay with minimal text needed.
810;Battle Zeque Den;バトルぜくでん;Batoru Zekuden;placeholder_url;Super Nintendo;Action;True;15-07-1994;Arsys Software;Asmik Ace;caution;simple;Action game;Some menu navigation in Japanese but mostly visual gameplay.
811;Bishōjo Senshi Sailor Moon S: Puzzle;美少女戦士セーラームーンS 今度はパズルでおしおきよ!;Bishōjo Senshi Sērā Mūn S: Kondo wa Pazuru de Oshioki yo!;placeholder_url;Super Nintendo;Puzzle;True;15-07-1994;Tom Create;Bandai;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
812;The Jungle Book;ジャングルブック;Janguru Bukku;placeholder_url;Super Nintendo;Platform;False;15-07-1994;Eurocom;Virgin Interactive;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
813;Kabuki-chou Reach Mahjong;歌舞伎町リーチ麻雀;Kabuki-chō Rīchi Mājan;placeholder_url;Super Nintendo;Board Game;True;15-07-1994;Studio Softmov;Pony Canyon;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
814;Keeper;キーパー;Kīpā;placeholder_url;Super Nintendo;Puzzle;True;15-07-1994;Fupac;Bullet-Proof Software;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
815;Pachi-Slot Kenkyuu;パチスロ研究;Pachi-Surotto Kenkyū;placeholder_url;Super Nintendo;Simulation;True;15-07-1994;Unknown;Magical Company;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
816;Sansara Naga 2;サンサーラ・ナーガ2;Sansāra Nāga 2;placeholder_url;Super Nintendo;RPG;True;15-07-1994;Unknown;Victor Interactive;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
817;Super F1 Circus 3;スーパーF1サーカス3;Sūpā F1 Sākasu 3;placeholder_url;Super Nintendo;Racing;True;15-07-1994;Cream;Nichibutsu;caution;simple;Racing game;Menu navigation in Japanese but racing is visual.
818;Sword World SFC 2;ソードワールドSFC2;Sōdo Wārudo SFC 2;placeholder_url;Super Nintendo;RPG;True;15-07-1994;Unknown;T&E Soft;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
819;4 Nin Shougi;四人将棋;Yon Nin Shōgi;placeholder_url;Super Nintendo;Board Game;True;14-07-1995;Planning Office Wada;Planning Office Wada;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
820;Kat's Run: Zen-Nippon K Car Senshuken;キャッツ・ラン 全日本Kカー選手権;Kyattsu Ran: Zen-Nippon K Kā Senshuken;placeholder_url;Super Nintendo;Racing;True;14-07-1995;Atlus;Atlus;caution;simple;Racing game;Menu navigation in Japanese but racing is visual.
821;Kouryaku Casino Bar;攻略カジノバー;Kōryaku Kajino Bā;placeholder_url;Super Nintendo;Simulation;True;14-07-1995;Nichibutsu;Nichibutsu;not-recommended;complex;Casino simulation;Complex gambling mechanics requiring Japanese knowledge.
822;Koushien 4;甲子園4;Kōshien 4;placeholder_url;Super Nintendo;Sports;True;14-07-1995;Magical Company;Magical Company;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
823;Laplace no Ma;ラプラスの魔;Rapurasu no Ma;placeholder_url;Super Nintendo;RPG;True;14-07-1995;Unknown;Vic Tokai;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
824;Mystic Ark;ミスティックアーク;Misutikku Āku;placeholder_url;Super Nintendo;RPG;True;14-07-1995;Produce;Enix;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
825;Super Casino 2;スーパーカジノ2;Sūpā Kajino 2;placeholder_url;Super Nintendo;Simulation;True;14-07-1995;OeRSTED;Coconuts Japan;not-recommended;complex;Casino simulation;Complex gambling mechanics requiring Japanese knowledge.
826;Super Keirin;スーパー競輪;Sūpā Keirin;placeholder_url;Super Nintendo;Sports;True;14-07-1995;Betop;I'MAX;not-recommended;complex;Cycling simulation;Complex mechanics requiring Japanese knowledge.
827;Pitfall: The Mayan Adventure;ピットフォール マヤの大冒険;Pittofōru: Maya no Daibōken;placeholder_url;Super Nintendo;Platform;False;14-07-1994;Redline Games;Activision;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
828;Super Mario All-Stars;スーパーマリオコレクション;Sūpā Mario Korekushon;placeholder_url;Super Nintendo;Platform;False;14-07-1993;Nintendo EAD;Nintendo;playable;simple;Platform collection;Action-focused gameplay with minimal text needed.
829;Mario Paint;マリオペイント;Mario Peinto;placeholder_url;Super Nintendo;Creativity;False;14-07-1992;Nintendo R&D1;Nintendo;playable;simple;Art program;Visual-based creative tool with minimal text needed.
830;Redline F-1 Racer;鈴木亜久里のF-1スーパードライビング;Suzuki Aguri no F-1 Sūpā Doraibingu;placeholder_url;Super Nintendo;Racing;False;14-07-1992;Genki;Absolute Entertainment;playable;simple;Racing game;Racing gameplay with minimal text needed.
831;Super R-Type;スーパーRタイプ;Sūpā Āru Taipu;placeholder_url;Super Nintendo;Shooter;False;13-07-1991;Irem;Irem;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
832;Super Baseball Simulator 1.000;スーパーウルトラベースボール;Sūpā Urutora Bēsubōru;placeholder_url;Super Nintendo;Sports;False;12-07-1991;Culture Brain;Culture Brain;playable;simple;Baseball game;Sports gameplay with minimal text needed.
833;Street Fighter II Turbo;ストリートファイターII ターボ;Sutorīto Faitā II Tābo;placeholder_url;Super Nintendo;Fighting;False;10-07-1993;Capcom;Capcom;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
834;Hokuto no Ken 5;北斗の拳5 天魔覇王拳 愛是死勝;Hokuto no Ken 5: Tenma Ryūsei Den: Ai Zesshō;placeholder_url;Super Nintendo;Fighting;True;10-07-1992;Shouei;Toei Animation;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
835;Yuuyu no Quiz de GO! GO!;遊遊のクイズでGO!GO!;Yūyū no Kuizu de GO! GO!;placeholder_url;Super Nintendo;Quiz;True;10-07-1992;Taito;Taito;not-recommended;complex;Quiz game;Japanese language knowledge required for gameplay.
836;Famicom Bunko: Hajimari no Mori;ファミコン文庫 はじまりの森;Famikon Bunko: Hajimari no Mori;placeholder_url;Super Nintendo;Adventure;True;01-07-1999;Pax Softonica;Nintendo;not-recommended;complex;Text adventure;Story-heavy game requiring Japanese knowledge.
837;Zoo-tto Mahjong!;ズーっとマージャン!;Zūtto Mājan!;placeholder_url;Super Nintendo;Board Game;True;01-07-1998;Nintendo;Nintendo;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
838;Yuujin no Furi Furi Girls;遊人のフリフリGirls;Yūjin no Furi Furi Girls;placeholder_url;Super Nintendo;Adventure;True;01-07-1994;U-Jin;Planning Office Wada;not-recommended;complex;Adventure game;Story-heavy game requiring Japanese knowledge.
839;Super Pinball: Behind the Mask;スーパーピンボール ビハインド・ザ・マスク;Sūpā Pinbōru: Bihaindo za Masuku;placeholder_url;Super Nintendo;Pinball;False;08-01-1994;KAZe;Meldac;playable;simple;Pinball game;Visual-based gameplay with minimal text needed.
840;Alien vs Predator;エイリアンVSプレデター;Eirian VS Puredetā;placeholder_url;Super Nintendo;Beat 'em up;False;08-01-1993;Jorudan;Activision;playable;simple;Beat 'em up;Action-focused gameplay with minimal text needed.
841;Battletoads in Battlemaniacs;バトルトード イン バトルマニアックス;Batorutōdo in Batorumaniakkusu;placeholder_url;Super Nintendo;Action;False;07-01-1994;Rare;Masaya;playable;simple;Action game;Action-focused gameplay with minimal text needed.
842;Pop'n TwinBee: Rainbow Bell Adventures;ポップンツインビー レインボーベルアドベンチャー;Poppun Tsuinbī Reinbō Beru Adobenchā;placeholder_url;Super Nintendo;Platform;False;07-01-1994;Konami;Konami;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
843;World Class Rugby 2;ワールドクラスラグビー2 国内激闘編'93;Wārudo Kurasu Ragubī 2: Kokunai Gekitō Hen '93;placeholder_url;Super Nintendo;Sports;True;07-01-1994;Denton Designs;Misawa;caution;simple;Rugby game;Menu navigation in Japanese but gameplay is visual.
844;Gunple: Gunman's Proof;ガンプル;Ganpuru;placeholder_url;Super Nintendo;Action;True;31-01-1997;Lenar;ASCII Entertainment;playable;simple;Action game;Action-focused gameplay with minimal text needed.
